epoch,train_loss,train_acc,val_loss,val_acc,lr,time_elapsed
1,0.6996663437170141,0.5294117647058824,0.6815094616678026,0.6666666666666666,0.001,0.5609371662139893
2,0.6839726502245123,0.5545454545454546,0.6974816057417128,0.5,0.001,0.8736200332641602
3,0.6794815950923496,0.5722222222222222,0.6781832774480184,0.6111111111111112,0.001,1.2305235862731934
4,0.6724719539284706,0.6140625,0.7143897712230682,0.5,0.001,1.672790288925171
5,0.6576289302593953,0.6351351351351351,0.6786464055379232,0.6666666666666666,0.001,2.1404991149902344
6,0.6290941590354556,0.6583333333333333,0.6476332015461392,0.6666666666666666,0.001,2.671112537384033
7,0.5579121036732451,0.7180851063829787,0.847430545422766,0.6666666666666666,0.001,3.299320697784424
8,0.49208922409094297,0.7673076923076924,0.7605277448892593,0.5555555555555556,0.001,3.9380760192871094
9,0.4766693097457551,0.7789473684210526,0.6165208419164022,0.7222222222222222,0.001,4.633970022201538
10,0.43717102889091736,0.8024193548387096,0.6596176955435011,0.6666666666666666,0.001,5.384140968322754
11,0.4084840735392784,0.8194029850746268,0.983920679324203,0.5,0.001,6.219359397888184
12,0.41202419416771996,0.8083333333333333,0.8116209159294764,0.5555555555555556,0.001,7.081806421279907
13,0.4143125794924699,0.8051948051948052,0.7309220764372084,0.6111111111111112,0.001,8.010513544082642
14,0.4171126005126209,0.802439024390244,0.7035626106792026,0.6111111111111112,0.001,9.005658626556396
15,0.4335764672564364,0.7913793103448276,0.6968140800793966,0.4444444444444444,0.001,10.035698890686035
16,0.44345137269600576,0.7853260869565217,0.8314766883850098,0.5555555555555556,0.001,11.11956000328064
17,0.4648060987905129,0.7639175257731958,0.6912415822347006,0.4444444444444444,0.001,12.278107643127441
18,0.4335961359388688,0.7848039215686274,0.8282857206132677,0.5555555555555556,0.001,13.486587762832642
19,0.4181728350224896,0.8051401869158878,0.7168434924549527,0.4444444444444444,0.001,14.702123880386353
20,0.4189557537436485,0.8120535714285714,0.7465991510285271,0.5,0.001,16.064269065856934
