epoch,train_loss,train_acc,val_loss,val_acc,lr,time_elapsed
21,0.4282062373864345,0.7957264957264957,0.7754877010981241,0.5555555555555556,0.001,17.713955879211426
22,0.4217094724295569,0.8032786885245902,0.6971830791897244,0.4444444444444444,0.001,19.411741733551025
23,0.40145467451707584,0.8177165354330709,0.7716088162528144,0.5,0.001,21.009469270706177
24,0.41569049809918257,0.8064393939393939,0.7304906712638007,0.5,0.001,22.888197422027588
25,0.39551111372717973,0.8153284671532847,0.6843203968471951,0.5,0.001,24.80393886566162
26,0.37921291791217426,0.8228873239436619,0.9776143497890897,0.5555555555555556,0.001,26.862781524658203
27,0.38926907447325126,0.8224489795918367,0.712146070268419,0.6666666666666666,0.001,28.88463521003723
28,0.38552023972335614,0.8282894736842106,0.7225574122534858,0.5555555555555556,0.001,31.08067297935486
29,0.37910471378238336,0.8318471337579618,0.8676128917270236,0.5555555555555556,0.001,33.2820258140564
30,0.36545983420477973,0.8373456790123457,0.8538370662265353,0.5,0.001,35.49236464500427
31,0.36849421658915676,0.8296407185628742,1.1218738555908203,0.5555555555555556,0.001,37.83097743988037
32,0.37099466909502826,0.8290697674418605,0.8721290959252251,0.5555555555555556,0.001,40.147401094436646
33,0.37773306774722654,0.8251412429378531,0.774960544374254,0.6666666666666666,0.001,42.72719860076904
34,0.3802223022494997,0.8214285714285714,0.9231421947479248,0.5555555555555556,0.001,45.28202271461487
35,0.40772740171554894,0.8112299465240642,1.0921075608995225,0.5555555555555556,0.001,47.910868644714355
36,0.40066847888131935,0.8130208333333333,0.883251772986518,0.5555555555555556,0.001,50.58121037483215
37,0.3900449309554802,0.8261421319796954,0.8777117994096544,0.5,0.001,53.28669095039368
38,0.3992808085266906,0.8128712871287128,1.0789075427585177,0.5555555555555556,0.001,55.95711326599121
39,0.4147060481822433,0.8132850241545894,1.0149929258558485,0.5555555555555556,0.001,58.752716064453125
40,0.41042044556365825,0.8125,0.8641473717159696,0.5555555555555556,0.001,61.62814688682556
41,0.42709187230756207,0.7974654377880185,0.8972441885206435,0.5555555555555556,0.001,64.24071598052979
42,0.42491839240800156,0.8015765765765765,0.6616514523824056,0.6111111111111112,0.001,66.91452622413635
43,0.42201757499299913,0.804625550660793,0.81112715933058,0.5555555555555556,0.001,70.07859492301941
44,0.422122465022679,0.803448275862069,0.786425511042277,0.6111111111111112,0.001,73.24023747444153
45,0.43154615583802075,0.7926160337552742,0.9126231935289171,0.5555555555555556,0.001,76.56095004081726
46,0.4302753600207242,0.7962809917355372,1.0660010973612468,0.5,0.001,79.87012386322021
47,0.4365016927361971,0.7917004048582996,0.9706716802385118,0.5,0.001,83.30021667480469
48,0.44195243181690336,0.7831349206349206,0.8753628995683458,0.5,0.001,86.33018136024475
49,0.4488792840144977,0.7826848249027237,0.9560197194417318,0.5,0.001,89.81054043769836
50,0.44982369760520585,0.7843511450381679,0.8464269638061523,0.5,0.001,93.67995929718018
51,0.4515819063347377,0.7807116104868914,0.8376311461130778,0.5,0.001,97.36316585540771
52,0.46158400791532855,0.7751838235294117,0.8274301290512085,0.5,0.001,101.05518770217896
53,0.47324821686486473,0.7714801444043321,0.8569545878304375,0.5,0.001,104.83854508399963
54,0.4861527314845552,0.7601063829787233,0.803090492884318,0.5,0.001,108.68426895141602
55,0.4827341358420741,0.760801393728223,0.7508004241519504,0.5,0.001,112.5798237323761
56,0.47769811994408906,0.7633561643835617,0.884531127081977,0.5,0.001,116.45008087158203
57,0.48405736021521917,0.7661616161616162,0.8087905248006185,0.5,0.001,120.45784974098206
58,0.4845754267758881,0.7605960264900662,0.7991048097610474,0.5,0.001,124.56957960128784
59,0.4946014323529669,0.7587947882736157,0.7712443404727511,0.5,0.001,128.76266360282898
60,0.49027992922526137,0.7623397435897435,0.8514241907331679,0.5,0.001,132.97866654396057
61,0.5023235421075429,0.7536277602523659,0.7945460346009996,0.5,0.001,137.25545406341553
62,0.497420898320512,0.7548136645962733,0.963772349887424,0.5,0.001,141.6565306186676
63,0.5116730477284948,0.7503058103975535,0.8015757269329495,0.5,0.001,146.0783553123474
64,0.5127112980348518,0.7441265060240964,0.8096292548709445,0.5,0.001,150.39294815063477
